id,summac_score,method
0,0.6262626262626263,fallback
1,0.6146788990825688,fallback
2,0.5655737704918032,fallback
3,0.6313993174061433,fallback
4,0.6209677419354839,fallback
5,0.41116751269035534,fallback
6,0.3010752688172043,fallback
7,0.4788732394366197,fallback
8,0.6221374045801527,fallback
9,0.6821192052980133,fallback
10,0.48559670781893005,fallback
11,0.5816326530612245,fallback
12,0.6530612244897959,fallback
13,0.3333333333333333,fallback
14,0.4854771784232365,fallback
15,0.5328947368421053,fallback
16,0.4720496894409938,fallback
17,0.467005076142132,fallback
18,0.5575539568345323,fallback
19,0.5944272445820433,fallback
20,0.4931506849315068,fallback
21,0.532051282051282,fallback
22,0.5526315789473685,fallback
23,0.6843971631205674,fallback
24,0.5220883534136547,fallback
25,0.5720164609053497,fallback
26,0.5338345864661654,fallback
27,0.5108695652173914,fallback
28,0.6455696202531646,fallback
29,0.07116104868913857,fallback
30,0.5350877192982456,fallback
31,0.4827586206896552,fallback
32,0.6187290969899666,fallback
33,0.475,fallback
34,0.39408866995073893,fallback
35,0.3650190114068441,fallback
36,0.4647887323943662,fallback
37,0.5720338983050848,fallback
38,0.46919431279620855,fallback
39,0.3891213389121339,fallback
40,0.5871559633027523,fallback
41,0.4767932489451477,fallback
42,0.5405405405405406,fallback
43,0.5836734693877551,fallback
44,0.485,fallback
45,0.5634920634920635,fallback
46,0.5269461077844312,fallback
48,0.5747126436781609,fallback
49,0.5330578512396694,fallback
50,0.625615763546798,fallback
51,0.5743589743589743,fallback
52,0.6627450980392157,fallback
53,0.5836298932384342,fallback
54,0.6666666666666666,fallback
55,0.5641025641025641,fallback
56,0.6126760563380281,fallback
57,0.44011976047904194,fallback
58,0.5721153846153846,fallback
59,0.5091743119266054,fallback
60,0.5486381322957199,fallback
61,0.5307262569832403,fallback
62,0.38741721854304634,fallback
63,0.4375,fallback
64,0.5854922279792746,fallback
65,0.42857142857142855,fallback
66,0.5463414634146342,fallback
67,0.6464088397790055,fallback
68,0.46551724137931033,fallback
69,0.6923076923076923,fallback
70,0.5102040816326531,fallback
71,0.6407185628742516,fallback
72,0.4381443298969072,fallback
73,0.45226130653266333,fallback
74,0.6062717770034843,fallback
75,0.5392156862745098,fallback
76,0.49222797927461137,fallback
77,0.5770925110132159,fallback
78,0.4962962962962963,fallback
79,0.6008064516129032,fallback
80,0.5621621621621622,fallback
81,0.5412844036697247,fallback
82,0.4166666666666667,fallback
