id,summac_score,method
0,0.6182432432432432,fallback
1,0.5944700460829493,fallback
2,0.5677966101694916,fallback
3,0.6442953020134228,fallback
4,0.6234309623430963,fallback
5,0.4031413612565445,fallback
6,0.295,fallback
7,0.4910394265232975,fallback
8,0.6268656716417911,fallback
9,0.6580645161290323,fallback
10,0.542016806722689,fallback
11,0.6275510204081632,fallback
12,0.6818181818181818,fallback
13,0.38461538461538464,fallback
14,0.5648535564853556,fallback
15,0.4312796208530806,fallback
16,0.40236686390532544,fallback
17,0.4873096446700508,fallback
18,0.5693430656934306,fallback
19,0.6125,fallback
20,0.5091743119266054,fallback
21,0.49375,fallback
22,0.5734265734265734,fallback
23,0.7131782945736435,fallback
24,0.5132075471698113,fallback
25,0.5899581589958159,fallback
26,0.5494505494505495,fallback
27,0.518324607329843,fallback
28,0.6593886462882096,fallback
29,0.06785714285714285,fallback
30,0.6232558139534884,fallback
31,0.48727272727272725,fallback
32,0.6266666666666667,fallback
33,0.5074626865671642,fallback
34,0.39591836734693875,fallback
35,0.4298642533936652,fallback
36,0.46774193548387094,fallback
37,0.5933609958506224,fallback
38,0.4697674418604651,fallback
39,0.441747572815534,fallback
40,0.6074766355140186,fallback
41,0.4602510460251046,fallback
42,0.5151515151515151,fallback
43,0.5836734693877551,fallback
44,0.5580110497237569,fallback
45,0.5758754863813229,fallback
46,0.5443786982248521,fallback
48,0.5714285714285714,fallback
49,0.5152838427947598,fallback
50,0.625615763546798,fallback
51,0.5576923076923077,fallback
52,0.6588235294117647,fallback
53,0.5809859154929577,fallback
54,0.6989247311827957,fallback
55,0.5919282511210763,fallback
56,0.625,fallback
57,0.4738675958188153,fallback
58,0.5902439024390244,fallback
59,0.5066079295154186,fallback
60,0.5669291338582677,fallback
61,0.546448087431694,fallback
62,0.40540540540540543,fallback
63,0.4311377245508982,fallback
64,0.5794871794871795,fallback
65,0.42073170731707316,fallback
66,0.5333333333333333,fallback
67,0.6404494382022472,fallback
68,0.4365482233502538,fallback
69,0.6913946587537092,fallback
70,0.5,fallback
71,0.6566265060240963,fallback
72,0.4752475247524752,fallback
73,0.43333333333333335,fallback
74,0.6328671328671329,fallback
75,0.57,fallback
76,0.49230769230769234,fallback
77,0.5815899581589958,fallback
78,0.5038167938931297,fallback
79,0.6980392156862745,fallback
80,0.5661375661375662,fallback
81,0.5454545454545454,fallback
82,0.43125,fallback
83,0.40963855421686746,fallback
84,0.4213197969543147,fallback
85,0.5104166666666666,fallback
86,0.45604395604395603,fallback
87,0.5668202764976958,fallback
88,0.5656934306569343,fallback
89,0.6423841059602649,fallback
90,0.4887640449438202,fallback
91,0.5177304964539007,fallback
92,0.47342995169082125,fallback
93,0.4245810055865922,fallback
94,0.5270758122743683,fallback
95,0.4898989898989899,fallback
96,0.49158249158249157,fallback
97,0.6723404255319149,fallback
98,0.7058823529411765,fallback
99,0.5597269624573379,fallback
100,0.5842696629213483,fallback
101,0.43457943925233644,fallback
102,0.6746031746031746,fallback
103,0.491869918699187,fallback
104,0.5378151260504201,fallback
105,0.5062240663900415,fallback
106,0.38571428571428573,fallback
107,0.4618834080717489,fallback
108,0.41148325358851673,fallback
109,0.5018867924528302,fallback
110,0.5175438596491229,fallback
111,0.3898305084745763,fallback
112,0.6163141993957704,fallback
113,0.43243243243243246,fallback
114,0.5811965811965812,fallback
115,0.5739130434782609,fallback
116,0.5419847328244275,fallback
117,0.4519774011299435,fallback
118,0.425414364640884,fallback
119,0.4889867841409692,fallback
120,0.4729064039408867,fallback
121,0.6650717703349283,fallback
122,0.5445544554455446,fallback
123,0.5287356321839081,fallback
124,0.45569620253164556,fallback
125,0.6477272727272727,fallback
126,0.6509090909090909,fallback
127,0.5524193548387096,fallback
128,0.7896825396825397,fallback
129,0.6176470588235294,fallback
130,0.7219512195121951,fallback
131,0.49746192893401014,fallback
132,0.5106382978723404,fallback
133,0.5551181102362205,fallback
134,0.5122950819672131,fallback
135,0.6460905349794238,fallback
136,0.5849056603773585,fallback
137,0.6352459016393442,fallback
138,0.5405405405405406,fallback
139,0.44966442953020136,fallback
140,0.5727272727272728,fallback
141,0.4267241379310345,fallback
142,0.44976076555023925,fallback
143,0.48639455782312924,fallback
144,0.45652173913043476,fallback
145,0.5714285714285714,fallback
146,0.40718562874251496,fallback
147,0.4375,fallback
148,0.6565349544072948,fallback
149,0.4497991967871486,fallback
150,0.3310810810810811,fallback
151,0.5973597359735974,fallback
152,0.5791666666666667,fallback
153,0.6120996441281139,fallback
154,0.5982532751091703,fallback
155,0.5950704225352113,fallback
156,0.5072992700729927,fallback
157,0.7287234042553191,fallback
158,0.5897435897435898,fallback
159,0.5957446808510638,fallback
160,0.5583756345177665,fallback
161,0.5160256410256411,fallback
162,0.5853658536585366,fallback
163,0.5388127853881278,fallback
164,0.4588744588744589,fallback
165,0.4943820224719101,fallback
166,0.5886524822695035,fallback
167,0.5568627450980392,fallback
168,0.6342592592592593,fallback
169,0.44495412844036697,fallback
170,0.5636942675159236,fallback
171,0.6637931034482759,fallback
172,0.5022222222222222,fallback
173,0.4970414201183432,fallback
174,0.5914893617021276,fallback
175,0.4396551724137931,fallback
176,0.5529411764705883,fallback
177,0.5208333333333334,fallback
178,0.37988826815642457,fallback
179,0.6341463414634146,fallback
180,0.44,fallback
181,0.5108695652173914,fallback
182,0.562874251497006,fallback
183,0.43601895734597157,fallback
184,0.5370370370370371,fallback
185,0.16666666666666666,fallback
186,0.52,fallback
187,0.6192660550458715,fallback
188,0.4155844155844156,fallback
189,0.4808743169398907,fallback
190,0.5212765957446809,fallback
191,0.504424778761062,fallback
192,0.5397489539748954,fallback
193,0.6831683168316832,fallback
194,0.4717741935483871,fallback
195,0.6709401709401709,fallback
196,0.48249027237354086,fallback
197,0.47035573122529645,fallback
198,0.4410480349344978,fallback
199,0.49528301886792453,fallback
200,0.5818181818181818,fallback
201,0.6929824561403509,fallback
202,0.5621890547263682,fallback
203,0.6330275229357798,fallback
204,0.5547945205479452,fallback
205,0.4594594594594595,fallback
206,0.7087378640776699,fallback
207,0.5384615384615384,fallback
208,0.46153846153846156,fallback
209,0.5919540229885057,fallback
210,0.41798941798941797,fallback
211,0.5431034482758621,fallback
212,0.6336996336996337,fallback
213,0.638095238095238,fallback
214,0.43548387096774194,fallback
215,0.4918032786885246,fallback
216,0.631578947368421,fallback
217,0.5551839464882943,fallback
218,0.44672131147540983,fallback
219,0.5879828326180258,fallback
220,0.39365079365079364,fallback
221,0.49825783972125437,fallback
222,0.5572519083969466,fallback
223,0.6175298804780877,fallback
224,0.5391705069124424,fallback
225,0.4631578947368421,fallback
226,0.631336405529954,fallback
227,0.7625570776255708,fallback
228,0.4778761061946903,fallback
229,0.7040816326530612,fallback
230,0.4973544973544973,fallback
231,0.5933609958506224,fallback
232,0.5275229357798165,fallback
233,0.5525291828793775,fallback
234,0.4475806451612903,fallback
235,0.5384615384615384,fallback
236,0.49356223175965663,fallback
237,0.6441947565543071,fallback
238,0.6007067137809188,fallback
239,0.7407407407407407,fallback
