id,summac_score,method
0,0.6781609195402298,fallback
1,0.5375939849624061,fallback
2,0.5777027027027027,fallback
3,0.6217765042979942,fallback
4,0.596,fallback
5,0.4131455399061033,fallback
6,0.3459915611814346,fallback
7,0.5107913669064749,fallback
8,0.6397058823529411,fallback
9,0.5555555555555556,fallback
10,0.5267175572519084,fallback
11,0.4806201550387597,fallback
12,0.6600790513833992,fallback
13,0.3644859813084112,fallback
14,0.5836575875486382,fallback
15,0.4567307692307692,fallback
16,0.4712041884816754,fallback
17,0.45634920634920634,fallback
18,0.5420875420875421,fallback
19,0.5393258426966292,fallback
20,0.6431372549019608,fallback
21,0.5818181818181818,fallback
22,0.5793357933579336,fallback
23,0.6807017543859649,fallback
24,0.5620437956204379,fallback
25,0.624,fallback
26,0.5323741007194245,fallback
27,0.5428571428571428,fallback
28,0.5893536121673004,fallback
29,0.0875,fallback
30,0.5344129554655871,fallback
31,0.4758364312267658,fallback
32,0.6812865497076024,fallback
33,0.5271966527196653,fallback
34,0.5146579804560261,fallback
35,0.48880597014925375,fallback
36,0.5679012345679012,fallback
37,0.42326732673267325,fallback
38,0.48109965635738833,fallback
39,0.4251968503937008,fallback
40,0.5045871559633027,fallback
41,0.5465465465465466,fallback
42,0.5691699604743083,fallback
43,0.5551601423487544,fallback
44,0.4444444444444444,fallback
45,0.5815602836879432,fallback
46,0.48598130841121495,fallback
48,0.5045045045045045,fallback
49,0.5066079295154186,fallback
50,0.5525291828793775,fallback
51,0.5377358490566038,fallback
52,0.6066666666666667,fallback
53,0.5912408759124088,fallback
54,0.673469387755102,fallback
55,0.5698529411764706,fallback
56,0.6357142857142857,fallback
57,0.5641025641025641,fallback
58,0.6165644171779141,fallback
59,0.5708955223880597,fallback
60,0.6456456456456456,fallback
61,0.5707317073170731,fallback
62,0.40939597315436244,fallback
63,0.4009009009009009,fallback
64,0.601063829787234,fallback
65,0.41875,fallback
66,0.5773195876288659,fallback
67,0.6293706293706294,fallback
68,0.401673640167364,fallback
69,0.6932907348242812,fallback
70,0.5458515283842795,fallback
71,0.44912280701754387,fallback
72,0.43137254901960786,fallback
73,0.5357142857142857,fallback
74,0.7204301075268817,fallback
75,0.6459854014598541,fallback
76,0.4721189591078067,fallback
77,0.5014164305949008,fallback
78,0.44886363636363635,fallback
79,0.6840148698884758,fallback
80,0.6116071428571429,fallback
81,0.5591836734693878,fallback
82,0.42196531791907516,fallback
83,0.4744525547445255,fallback
84,0.46798029556650245,fallback
85,0.47257383966244726,fallback
86,0.6265060240963856,fallback
87,0.6258741258741258,fallback
88,0.6068702290076335,fallback
89,0.650887573964497,fallback
90,0.40963855421686746,fallback
91,0.5719298245614035,fallback
92,0.952247191011236,fallback
93,0.5065502183406113,fallback
94,0.5146579804560261,fallback
95,0.48205128205128206,fallback
96,0.5094339622641509,fallback
97,0.7175572519083969,fallback
98,0.6153846153846154,fallback
99,0.6325088339222615,fallback
100,0.56875,fallback
101,0.4918032786885246,fallback
102,0.562992125984252,fallback
103,0.4868913857677903,fallback
104,0.5467625899280576,fallback
105,0.5587044534412956,fallback
106,0.48026315789473684,fallback
107,0.5313531353135313,fallback
108,0.5288888888888889,fallback
109,0.48161764705882354,fallback
110,0.9977426636568849,fallback
111,0.4028776978417266,fallback
112,0.5359712230215827,fallback
113,0.7039800995024875,fallback
114,0.43478260869565216,fallback
115,0.47058823529411764,fallback
116,0.5225563909774437,fallback
117,0.46524064171123,fallback
118,0.5472636815920398,fallback
119,0.4767932489451477,fallback
120,0.48872180451127817,fallback
121,0.5201793721973094,fallback
122,0.4232209737827715,fallback
123,0.475,fallback
124,0.38219895287958117,fallback
125,0.720754716981132,fallback
126,0.6363636363636364,fallback
127,0.8938053097345132,fallback
128,0.7682926829268293,fallback
129,0.6,fallback
130,0.55859375,fallback
131,0.5352112676056338,fallback
132,0.4966216216216216,fallback
133,0.58984375,fallback
134,0.5578947368421052,fallback
135,0.7087628865979382,fallback
136,0.6448598130841121,fallback
137,0.6111111111111112,fallback
138,0.5608695652173913,fallback
139,0.9328703703703703,fallback
140,0.6326530612244898,fallback
141,0.4583333333333333,fallback
142,0.46116504854368934,fallback
143,0.6355555555555555,fallback
144,0.5408163265306123,fallback
145,0.5048231511254019,fallback
146,0.41975308641975306,fallback
147,0.3891402714932127,fallback
148,0.6341463414634146,fallback
149,0.5190839694656488,fallback
150,0.35678391959798994,fallback
151,0.5886792452830188,fallback
152,0.5373134328358209,fallback
153,0.5738255033557047,fallback
154,0.5797101449275363,fallback
155,0.628099173553719,fallback
156,0.515748031496063,fallback
157,0.6127946127946128,fallback
158,0.6059113300492611,fallback
159,0.5787545787545788,fallback
160,0.5522388059701493,fallback
161,0.549645390070922,fallback
162,0.5775862068965517,fallback
163,0.5811320754716981,fallback
164,0.44982698961937717,fallback
165,0.5525423728813559,fallback
166,0.5048543689320388,fallback
167,0.5320754716981132,fallback
168,0.6556603773584906,fallback
169,0.45689655172413796,fallback
170,0.6909620991253644,fallback
171,0.6057692307692307,fallback
172,0.49411764705882355,fallback
173,0.5687203791469194,fallback
174,0.5384615384615384,fallback
175,0.4637096774193548,fallback
176,0.5658914728682171,fallback
177,0.43190661478599224,fallback
178,0.45555555555555555,fallback
179,0.53125,fallback
180,0.3885542168674699,fallback
181,0.5366795366795367,fallback
182,0.5263157894736842,fallback
183,0.4296875,fallback
184,0.525691699604743,fallback
185,0.16666666666666666,fallback
186,0.5772727272727273,fallback
187,0.6098654708520179,fallback
188,0.41975308641975306,fallback
189,0.45982142857142855,fallback
190,0.4818181818181818,fallback
191,0.5860655737704918,fallback
192,0.531986531986532,fallback
